PLAYER_ID,PLAYER_NAME,TEAM_ID,TEAM_ABBREVIATION,AGE,NICKNAME,Restricted_Area_FGM,Restricted_Area_FGA,Restricted_Area_FG_PCT,In_The_Paint_Non_RA_FGM,In_The_Paint_Non_RA_FGA,In_The_Paint_Non_RA_FG_PCT,Mid_Range_FGM,Mid_Range_FGA,Mid_Range_FG_PCT,Left_Corner_3_FGM,Left_Corner_3_FGA,Left_Corner_3_FG_PCT,Right_Corner_3_FGM,Right_Corner_3_FGA,Right_Corner_3_FG_PCT,Above_the_Break_3_FGM,Above_the_Break_3_FGA,Above_the_Break_3_FG_PCT,Backcourt_FGM,Backcourt_FGA,Backcourt_FG_PCT,Corner_3_FGM,Corner_3_FGA,Corner_3_FG_PCT
1626164,Devin Booker,1610612756,PHX,29,Devin,80,117,0.684,107,226,0.473,95,201,0.473,2,6,0.333,4,12,0.333,68,219,0.311,0,1,0,6,18,0.333
1642269,Devin Carter,1610612758,SAC,23,Devin,23,30,0.767,10,27,0.37,1,6,0.167,1,2,0.5,0,2,0,8,44,0.182,0,0,0,1,4,0.25
1630170,Devin Vassell,1610612759,SAS,25,Devin,25,41,0.61,31,67,0.463,55,111,0.495,10,34,0.294,15,40,0.375,71,197,0.36,0,0,0,25,74,0.338
1628415,Dillon Brooks,1610612756,PHX,30,Dillon,65,97,0.67,115,227,0.507,85,202,0.421,10,33,0.303,6,23,0.261,100,282,0.355,0,0,0,16,56,0.286
1641794,Dillon Jones,1610612752,NYK,24,Dillon,0,0,0,0,0,0,0,2,0,1,1,1,0,0,0,0,2,0,0,0,0,1,1,1
1627734,Domantas Sabonis,1610612758,SAC,29,Domantas,82,125,0.656,27,60,0.45,6,9,0.667,0,3,0,1,3,0.333,4,21,0.19,0,0,0,1,6,0.167
1631230,Dominick Barlow,1610612755,PHI,22,Dominick,110,148,0.743,16,43,0.372,2,9,0.222,7,29,0.241,7,21,0.333,4,12,0.333,0,0,0,14,50,0.28
1642270,Donovan Clingan,1610612757,POR,21,Donovan,157,229,0.686,20,46,0.435,5,9,0.556,0,2,0,2,12,0.167,49,145,0.338,0,0,0,2,14,0.143
1628378,Donovan Mitchell,1610612739,CLE,29,Donovan,152,224,0.679,112,216,0.519,67,128,0.523,13,29,0.448,9,27,0.333,163,436,0.374,0,0,0,22,56,0.393
1628978,Donte DiVincenzo,1610612750,MIN,29,Donte,45,78,0.577,15,44,0.341,11,19,0.579,22,64,0.344,19,49,0.388,130,334,0.389,0,0,0,41,113,0.363
1627827,Dorian Finney-Smith,1610612745,HOU,32,Dorian,6,11,0.545,1,2,0.5,0,1,0,2,11,0.182,1,12,0.083,10,30,0.333,0,0,0,3,23,0.13
203926,Doug McDermott,1610612758,SAC,34,Doug,1,1,1,0,0,0,0,0,0,5,9,0.556,2,2,1,7,26,0.269,0,0,0,7,11,0.636
1642962,Drake Powell,1610612751,BKN,20,Drake,30,44,0.682,12,33,0.364,16,25,0.64,7,20,0.35,2,13,0.154,23,74,0.311,0,0,0,9,33,0.273
203110,Draymond Green,1610612744,GSW,35,Draymond,56,82,0.683,14,34,0.412,3,13,0.231,11,33,0.333,16,37,0.432,43,144,0.299,0,0,0,27,70,0.386
1629234,Drew Eubanks,1610612758,SAC,29,Drew,39,49,0.796,27,51,0.529,2,9,0.222,0,0,0,1,3,0.333,0,2,0,0,0,0,1,3,0.333
1641809,Drew Peterson,1610612766,CHA,26,Drew,2,3,0.667,0,1,0,0,0,0,0,4,0,0,1,0,0,7,0,0,0,0,0,5,0
1631166,Drew Timme,1610612747,LAL,25,Drew,10,15,0.667,6,9,0.667,3,5,0.6,1,2,0.5,2,4,0.5,4,11,0.364,0,0,0,3,6,0.5
1630696,Dru Smith,1610612748,MIA,28,Dru,46,77,0.597,27,74,0.365,5,10,0.5,8,24,0.333,7,20,0.35,20,70,0.286,0,0,0,15,44,0.341
1629130,Duncan Robinson,1610612765,DET,31,Duncan,34,46,0.739,25,50,0.5,3,10,0.3,15,40,0.375,25,58,0.431,109,274,0.398,0,0,0,40,98,0.408
1641871,Duop Reath,1610612757,POR,29,Duop,9,14,0.643,1,5,0.2,0,0,0,3,8,0.375,7,14,0.5,13,33,0.394,0,0,0,10,22,0.455
203939,Dwight Powell,1610612742,DAL,34,Dwight,36,54,0.667,0,2,0,1,1,1,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0
1642928,Dylan Cardwell,1610612758,SAC,24,Dylan,47,62,0.758,16,42,0.381,4,7,0.571,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
1642844,Dylan Harper,1610612759,SAS,19,Dylan,117,191,0.613,29,70,0.414,16,37,0.432,4,9,0.444,4,16,0.25,19,82,0.232,0,0,0,8,25,0.32
1630700,Dyson Daniels,1610612737,ATL,22,Dyson,173,262,0.66,86,201,0.428,5,12,0.417,1,10,0.1,2,12,0.167,7,53,0.132,0,0,0,3,22,0.136
1630604,E.J. Liddell,1610612751,BKN,25,E.J.,2,2,1,2,3,0.667,0,1,0,2,3,0.667,1,2,0.5,1,6,0.167,0,0,0,3,5,0.6
1642856,Egor Dëmin,1610612751,BKN,19,Egor,30,52,0.577,12,33,0.364,7,28,0.25,11,20,0.55,11,25,0.44,94,248,0.379,0,0,0,22,45,0.489
1641989,Elijah Harkless,1610612762,UTA,26,Elijah,1,2,0.5,0,0,0,1,2,0.5,0,0,0,2,2,1,0,5,0,0,0,0,2,2,1
1641801,Emanuel Miller,1610612739,CLE,25,Emanuel,1,3,0.333,2,3,0.667,1,1,1,2,2,1,0,0,0,0,4,0,0,0,0,2,2,1
1642402,Enrique Freeman,1610612750,MIN,25,Enrique,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA
201569,Eric Gordon,1610612755,PHI,37,Eric,4,6,0.667,0,1,0,0,0,0,1,1,1,1,1,1,6,12,0.5,0,0,0,2,2,1
1630679,Ethan Thompson,1610612754,IND,26,Ethan,9,13,0.692,6,13,0.462,3,10,0.3,4,14,0.286,5,15,0.333,12,37,0.324,0,0,0,9,29,0.31
1630596,Evan Mobley,1610612739,CLE,24,Evan,170,232,0.733,55,139,0.396,18,38,0.474,2,9,0.222,2,10,0.2,44,139,0.317,0,1,0,4,19,0.211
1630532,Franz Wagner,1610612753,ORL,24,Franz,99,152,0.651,53,126,0.421,11,35,0.314,3,7,0.429,5,11,0.455,34,97,0.351,0,0,0,8,18,0.444
1641713,GG Jackson,1610612763,MEM,21,GG,55,79,0.696,19,42,0.452,3,6,0.5,10,21,0.476,11,23,0.478,12,57,0.211,0,0,0,21,44,0.477
1629216,Gabe Vincent,1610612737,ATL,29,Gabe,2,5,0.4,3,14,0.214,3,10,0.3,8,18,0.444,5,14,0.357,25,75,0.333,0,0,0,13,32,0.406
202066,Garrett Temple,1610612761,TOR,39,Garrett,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,1,4,0.25,0,0,0,0,1,0
1629726,Garrison Mathews,1610612754,IND,29,Garrison,2,4,0.5,1,1,1,1,1,1,2,2,1,6,15,0.4,9,29,0.31,0,0,0,8,17,0.471
203914,Gary Harris,1610612749,MIL,31,Gary,9,13,0.692,2,8,0.25,2,6,0.333,10,18,0.556,5,12,0.417,5,17,0.294,0,0,0,15,30,0.5
1627780,Gary Payton II,1610612744,GSW,33,Gary,81,121,0.669,14,28,0.5,1,3,0.333,10,15,0.667,3,15,0.2,8,38,0.211,0,0,0,13,30,0.433
1629018,Gary Trent Jr.,1610612749,MIL,27,Gary,9,16,0.563,19,44,0.432,13,33,0.394,18,41,0.439,18,36,0.5,56,176,0.318,0,0,0,36,77,0.468
203507,Giannis Antetokounmpo,1610612749,MIL,31,Giannis,258,328,0.787,23,53,0.434,18,68,0.265,1,1,1,0,0,0,14,37,0.378,0,0,0,1,1,1
1629048,Goga Bitadze,1610612753,ORL,26,Goga,90,117,0.769,11,20,0.55,0,3,0,1,2,0.5,0,2,0,1,6,0.167,0,0,0,1,4,0.25
1641711,Gradey Dick,1610612761,TOR,22,Gradey,51,76,0.671,12,35,0.343,14,31,0.452,11,27,0.407,15,34,0.441,22,92,0.239,0,0,0,26,61,0.426
1629684,Grant Williams,1610612766,CHA,27,Grant,6,11,0.545,4,8,0.5,3,4,0.75,3,7,0.429,4,10,0.4,7,35,0.2,0,0,0,7,17,0.412
1628960,Grayson Allen,1610612756,PHX,30,Grayson,45,65,0.692,31,80,0.388,4,9,0.444,12,27,0.444,4,16,0.25,101,274,0.369,0,0,0,16,43,0.372
1627824,Guerschon Yabusele,1610612741,CHI,30,Guerschon,21,33,0.636,4,15,0.267,3,6,0.5,8,18,0.444,7,21,0.333,15,53,0.283,0,0,0,15,39,0.385
1630611,Gui Santos,1610612744,GSW,23,Gui,49,64,0.766,7,15,0.467,2,4,0.5,10,18,0.556,6,15,0.4,21,67,0.313,0,0,0,16,33,0.485
203084,Harrison Barnes,1610612759,SAS,33,Harrison,58,81,0.716,29,69,0.42,6,17,0.353,26,65,0.4,31,79,0.392,45,128,0.352,0,0,0,57,144,0.396
1631127,Harrison Ingram,1610612759,SAS,23,Harrison,2,2,1,0,1,0,0,0,0,NA,NA,NA,0,0,0,1,1,1,0,0,0,0,0,0
1630529,Herbert Jones,1610612740,NOP,27,Herbert,47,85,0.553,11,30,0.367,7,18,0.389,4,19,0.211,12,35,0.343,28,91,0.308,0,0,0,16,54,0.296
1642864,Hugo González,1610612738,BOS,20,Hugo,41,56,0.732,8,24,0.333,1,7,0.143,6,18,0.333,5,13,0.385,14,45,0.311,0,0,0,11,31,0.355
1630621,Hunter Dickinson,1610612740,NOP,25,Hunter,0,0,0,1,1,1,0,1,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0
1642282,Hunter Sallis,1610612755,PHI,22,Hunter,2,3,0.667,1,2,0.5,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0
1641816,Hunter Tyson,1610612743,DEN,25,Hunter,5,11,0.455,1,6,0.167,1,2,0.5,0,1,0,0,7,0,7,25,0.28,0,0,0,0,8,0
1630193,Immanuel Quickley,1610612761,TOR,26,Immanuel,58,86,0.674,87,181,0.481,25,61,0.41,6,17,0.353,14,35,0.4,119,314,0.379,0,0,0,20,52,0.385
1642403,Isaac Jones,1610612765,DET,25,Isaac,2,2,1,0,0,0,0,0,0,0,1,0,NA,NA,NA,0,1,0,0,0,0,0,1,0
1630171,Isaac Okoro,1610612741,CHI,25,Isaac,94,147,0.639,8,26,0.308,0,1,0,14,45,0.311,17,43,0.395,17,60,0.283,0,0,0,31,88,0.352
1642268,Isaiah Collier,1610612762,UTA,21,Isaiah,87,118,0.737,73,157,0.465,4,15,0.267,4,10,0.4,2,8,0.25,16,57,0.281,0,0,0,6,18,0.333
1642384,Isaiah Crawford,1610612745,HOU,24,Isaiah,1,1,1,0,0,0,1,1,1,0,2,0,1,2,0.5,0,0,0,0,0,0,1,4,0.25
1628392,Isaiah Hartenstein,1610612760,OKC,27,Isaiah,97,126,0.77,32,68,0.471,5,12,0.417,0,2,0,0,0,0,0,3,0,0,0,0,0,2,0
1630543,Isaiah Jackson,1610612746,LAC,24,Isaiah,80,119,0.672,18,41,0.439,0,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1630198,Isaiah Joe,1610612760,OKC,26,Isaiah,20,33,0.606,10,17,0.588,9,22,0.409,17,38,0.447,19,32,0.594,78,205,0.38,0,0,0,36,70,0.514
1630587,Isaiah Livers,1610612756,PHX,27,Isaiah,9,12,0.75,0,3,0,1,2,0.5,4,10,0.4,2,6,0.333,6,19,0.316,0,0,0,6,16,0.375
1641815,Isaiah Stevens,1610612758,SAC,25,Isaiah,2,3,0.667,1,3,0.333,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1630191,Isaiah Stewart,1610612765,DET,24,Isaiah,117,153,0.765,30,76,0.395,2,4,0.5,10,26,0.385,9,21,0.429,15,59,0.254,0,0,0,19,47,0.404
1627826,Ivica Zubac,1610612754,IND,28,Ivica,171,241,0.71,88,178,0.494,4,10,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1631120,JD Davison,1610612745,HOU,23,JD,5,7,0.714,6,13,0.462,1,4,0.25,0,2,0,0,5,0,8,20,0.4,0,0,0,0,7,0
1629630,Ja Morant,1610612763,MEM,26,Ja,51,84,0.607,46,115,0.4,15,38,0.395,1,3,0.333,5,9,0.556,14,73,0.192,0,0,0,6,12,0.5
1642266,Ja'Kobe Walter,1610612761,TOR,21,Ja'Kobe,37,59,0.627,9,19,0.474,1,5,0.2,10,20,0.5,17,36,0.472,23,87,0.264,0,0,0,27,56,0.482
1631095,Jabari Smith Jr.,1610612745,HOU,22,Jabari,77,114,0.675,53,112,0.473,38,101,0.376,22,57,0.386,25,63,0.397,68,201,0.338,0,0,0,47,120,0.392
1631133,Jabari Walker,1610612755,PHI,23,Jabari,39,68,0.574,1,10,0.1,1,3,0.333,3,14,0.214,7,22,0.318,7,27,0.259,0,0,0,10,36,0.278
1631210,Jacob Toppin,1610612737,ATL,25,Jacob,3,3,1,1,2,0.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1630702,Jaden Hardy,1610612764,WAS,23,Jaden,11,23,0.478,16,37,0.432,5,12,0.417,8,19,0.421,5,22,0.227,36,88,0.409,0,0,0,13,41,0.317
1631093,Jaden Ivey,1610612741,CHI,24,Jaden,34,57,0.596,12,34,0.353,18,31,0.581,7,19,0.368,2,4,0.5,41,111,0.369,0,0,0,9,23,0.391
1630183,Jaden McDaniels,1610612750,MIN,25,Jaden,118,170,0.694,72,169,0.426,33,68,0.485,13,35,0.371,25,42,0.595,45,106,0.425,0,0,0,38,77,0.494
1630256,Jae'Sean Tate,1610612745,HOU,30,Jae'Sean,19,25,0.76,9,22,0.409,2,4,0.5,4,10,0.4,1,4,0.25,2,8,0.25,0,0,0,5,14,0.357
1642942,Jahmai Mashack,1610612763,MEM,23,Jahmai,9,13,0.692,4,10,0.4,0,0,0,0,1,0,1,4,0.25,6,18,0.333,0,0,0,1,5,0.2
1642443,Jahmir Young,1610612748,MIA,25,Jahmir,3,8,0.375,2,2,1,0,2,0,1,2,0.5,0,0,0,1,5,0.2,0,0,0,1,2,0.5
1643141,Jahmyl Telfort,1610612746,LAC,24,Jahmyl,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,2,0,0,0,0,0,2,0
1631170,Jaime Jaquez Jr.,1610612748,MIA,25,Jaime,160,232,0.69,102,244,0.418,25,44,0.568,8,25,0.32,5,11,0.455,14,66,0.212,0,0,0,13,36,0.361
1631222,Jake LaRavia,1610612747,LAL,24,Jake,87,118,0.737,32,79,0.405,1,5,0.2,15,58,0.259,11,31,0.355,35,97,0.361,0,1,0,26,89,0.292
1627751,Jakob Poeltl,1610612761,TOR,30,Jakob,73,93,0.785,15,34,0.441,4,7,0.571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1628973,Jalen Brunson,1610612752,NYK,29,Jalen,99,157,0.631,140,284,0.493,96,193,0.497,11,27,0.407,17,40,0.425,118,323,0.365,0,0,0,28,67,0.418
1631105,Jalen Duren,1610612765,DET,22,Jalen,220,312,0.705,73,150,0.487,10,18,0.556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1630224,Jalen Green,1610612756,PHX,24,Jalen,8,17,0.471,0,3,0,6,9,0.667,2,4,0.5,0,1,0,11,32,0.344,0,0,0,2,5,0.4
1630552,Jalen Johnson,1610612737,ATL,24,Jalen,197,270,0.73,120,273,0.44,32,83,0.386,1,7,0.143,4,12,0.333,78,216,0.361,0,0,0,5,19,0.263
1629618,Jalen Pickett,1610612743,DEN,26,Jalen,17,28,0.607,14,28,0.5,10,32,0.313,6,14,0.429,3,12,0.25,31,81,0.383,0,0,0,9,26,0.346
1630188,Jalen Smith,1610612741,CHI,25,Jalen,83,124,0.669,9,22,0.409,2,7,0.286,8,19,0.421,9,24,0.375,49,132,0.371,0,0,0,17,43,0.395
1630591,Jalen Suggs,1610612753,ORL,24,Jalen,52,77,0.675,25,53,0.472,23,43,0.535,9,20,0.45,6,15,0.4,49,162,0.302,0,0,0,15,35,0.429
1631114,Jalen Williams,1610612760,OKC,24,Jalen,83,124,0.669,50,114,0.439,22,63,0.349,3,8,0.375,0,2,0,17,54,0.315,0,0,0,3,10,0.3
1630592,Jalen Wilson,1610612751,BKN,25,Jalen,15,33,0.455,8,26,0.308,1,4,0.25,10,18,0.556,2,9,0.222,23,72,0.319,0,0,0,12,27,0.444
1631288,Jamal Cain,1610612753,ORL,26,Jamal,3,9,0.333,3,6,0.5,3,4,0.75,2,5,0.4,2,7,0.286,2,7,0.286,0,0,0,4,12,0.333
1627750,Jamal Murray,1610612743,DEN,28,Jamal,112,172,0.651,93,196,0.474,91,197,0.462,11,22,0.5,6,16,0.375,139,332,0.419,2,2,1,17,38,0.447
1642347,Jamal Shead,1610612761,TOR,23,Jamal,38,69,0.551,25,77,0.325,3,14,0.214,3,16,0.188,5,21,0.238,53,153,0.346,0,0,0,8,37,0.216
1631123,Jamaree Bouyea,1610612756,PHX,26,Jamaree,32,36,0.889,19,44,0.432,10,25,0.4,3,5,0.6,3,9,0.333,12,38,0.316,0,0,0,6,14,0.429
201935,James Harden,1610612739,CLE,36,James,101,153,0.66,68,177,0.384,26,66,0.394,1,6,0.167,3,17,0.176,139,385,0.361,0,0,0,4,23,0.174
1630164,James Wiseman,1610612754,IND,24,James,5,7,0.714,1,2,0.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1642364,Jamir Watkins,1610612764,WAS,24,Jamir,28,37,0.757,4,16,0.25,1,3,0.333,3,15,0.2,5,14,0.357,7,35,0.2,0,0,0,8,29,0.276
1642419,Jamison Battle,1610612761,TOR,24,Jamison,19,29,0.655,3,5,0.6,2,4,0.5,8,15,0.533,1,5,0.2,13,32,0.406,0,1,0,9,20,0.45
1641716,Jarace Walker,1610612754,IND,22,Jarace,55,101,0.545,41,110,0.373,13,36,0.361,8,18,0.444,10,22,0.455,68,196,0.347,0,0,0,18,40,0.45
1642272,Jared McCain,1610612760,OKC,21,Jared,28,58,0.483,17,43,0.395,6,26,0.231,4,18,0.222,8,16,0.5,39,99,0.394,0,0,0,12,34,0.353
1628991,Jaren Jackson Jr.,1610612762,UTA,26,Jaren,86,139,0.619,148,287,0.516,24,58,0.414,9,25,0.36,11,30,0.367,64,180,0.356,0,0,0,20,55,0.364
1629020,Jarred Vanderbilt,1610612747,LAL,26,Jarred,57,91,0.626,6,13,0.462,0,1,0,13,32,0.406,11,44,0.25,0,3,0,0,0,0,24,76,0.316
1628386,Jarrett Allen,1610612739,CLE,27,Jarrett,163,212,0.769,73,154,0.474,11,23,0.478,0,2,0,0,3,0,1,4,0.25,0,0,0,0,5,0
1642859,Jase Richardson,1610612753,ORL,20,Jase,28,41,0.683,15,37,0.405,5,10,0.5,6,13,0.462,5,13,0.385,14,41,0.341,0,0,0,11,26,0.423
1642914,Javon Small,1610612763,MEM,23,Javon,16,26,0.615,6,23,0.261,1,6,0.167,0,2,0,1,1,1,17,47,0.362,0,0,0,1,3,0.333
1631451,Javonte Cooke,1610612757,POR,26,Javonte,2,6,0.333,4,10,0.4,0,0,0,0,2,0,0,2,0,3,15,0.2,0,0,0,0,4,0
1629750,Javonte Green,1610612765,DET,32,Javonte,54,84,0.643,11,26,0.423,2,10,0.2,12,24,0.5,16,37,0.432,28,95,0.295,0,0,0,28,61,0.459
1629637,Jaxson Hayes,1610612747,LAL,25,Jaxson,105,131,0.802,22,34,0.647,0,0,0,0,0,0,0,0,0,2,2,1,0,0,0,0,0,0
1630643,Jay Huff,1610612754,IND,28,Jay,85,111,0.766,15,25,0.6,1,1,1,2,15,0.133,5,18,0.278,68,205,0.332,0,0,0,7,33,0.212
1627759,Jaylen Brown,1610612738,BOS,29,Jaylen,161,223,0.722,149,308,0.484,122,281,0.434,6,20,0.3,6,12,0.5,90,261,0.345,0,0,0,12,32,0.375
1641740,Jaylen Clark,1610612750,MIN,24,Jaylen,37,61,0.607,13,31,0.419,2,7,0.286,7,27,0.259,8,22,0.364,6,22,0.273,0,1,0,15,49,0.306
1642377,Jaylen Wells,1610612763,MEM,22,Jaylen,58,100,0.58,33,74,0.446,35,80,0.438,19,63,0.302,16,34,0.471,56,172,0.326,0,0,0,35,97,0.361
1631119,Jaylin Williams,1610612760,OKC,23,Jaylin,17,30,0.567,9,22,0.409,6,9,0.667,6,20,0.3,3,13,0.231,41,123,0.333,0,0,0,9,33,0.273
1642281,Jaylon Tyson,1610612739,CLE,23,Jaylon,104,171,0.608,46,99,0.465,9,23,0.391,26,50,0.52,20,47,0.426,58,122,0.475,0,0,0,46,97,0.474
201145,Jeff Green,1610612745,HOU,39,Jeff,3,5,0.6,1,2,0.5,1,2,0.5,3,4,0.75,1,2,0.5,6,17,0.353,0,0,0,4,6,0.667
203924,Jerami Grant,1610612757,POR,31,Jerami,106,168,0.631,21,72,0.292,12,41,0.293,11,33,0.333,28,61,0.459,53,152,0.349,0,0,0,39,94,0.415
1642847,Jeremiah Fears,1610612740,NOP,19,Jeremiah,150,261,0.575,50,140,0.357,23,75,0.307,7,14,0.5,5,10,0.5,47,158,0.297,0,0,0,12,24,0.5
1630526,Jeremiah Robinson-Earl,1610612742,DAL,25,Jeremiah,21,44,0.477,3,8,0.375,3,7,0.429,3,11,0.273,2,13,0.154,5,17,0.294,0,0,0,5,24,0.208
1631110,Jeremy Sochan,1610612752,NYK,22,Jeremy,28,46,0.609,10,16,0.625,0,2,0,1,3,0.333,6,16,0.375,2,16,0.125,0,0,0,7,19,0.368
1630579,Jericho Sims,1610612749,MIL,27,Jericho,59,71,0.831,5,6,0.833,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1641724,Jett Howard,1610612753,ORL,22,Jett,11,21,0.524,10,24,0.417,3,5,0.6,6,15,0.4,2,6,0.333,21,65,0.323,0,0,0,8,21,0.381
1628975,Jevon Carter,1610612753,ORL,30,Jevon,4,12,0.333,3,7,0.429,2,7,0.286,7,20,0.35,4,7,0.571,21,53,0.396,0,0,0,11,27,0.407
202710,Jimmy Butler III,1610612744,GSW,36,Jimmy,138,198,0.697,47,109,0.431,23,70,0.329,9,19,0.474,7,19,0.368,16,47,0.34,0,0,0,16,38,0.421
1642866,Joan Beringer,1610612750,MIN,19,Joan,35,52,0.673,2,4,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1629111,Jock Landale,1610612737,ATL,30,Jock,100,155,0.645,55,97,0.567,8,22,0.364,4,16,0.25,11,21,0.524,42,106,0.396,0,0,0,15,37,0.405
204060,Joe Ingles,1610612750,MIN,38,Joe,1,2,0.5,0,0,0,0,0,0,0,0,0,1,1,1,1,5,0.2,0,0,0,1,1,1
203954,Joel Embiid,1610612755,PHI,31,Joel,97,147,0.66,55,117,0.47,87,177,0.492,1,4,0.25,1,2,0.5,37,116,0.319,0,0,0,2,6,0.333
1628381,John Collins,1610612746,LAC,28,John,141,181,0.779,46,103,0.447,18,39,0.462,26,55,0.473,26,54,0.481,19,56,0.339,0,0,0,52,109,0.477
1629723,John Konchar,1610612762,UTA,29,John,25,34,0.735,3,3,1,0,2,0,4,22,0.182,2,5,0.4,7,20,0.35,0,0,0,6,27,0.222
1641780,Johni Broome,1610612755,PHI,23,Johni,3,10,0.3,1,7,0.143,0,2,0,0,0,0,0,1,0,0,4,0,0,0,0,0,1,0
1642277,Johnny Furphy,1610612754,IND,21,Johnny,43,62,0.694,4,13,0.308,0,3,0,3,11,0.273,7,19,0.368,13,41,0.317,0,0,0,10,30,0.333
1630548,Johnny Juzang,1610612750,MIN,24,Johnny,4,5,0.8,4,6,0.667,2,3,0.667,1,3,0.333,1,7,0.143,4,14,0.286,0,0,0,2,10,0.2
202685,Jonas Valančiūnas,1610612743,DEN,33,Jonas,70,108,0.648,59,99,0.596,23,47,0.489,1,1,1,0,0,0,4,17,0.235,0,0,0,1,1,1
